7.0875570568e+01 5.5920734962e+01 9.1803368205e+01 1.0612173229e+02 1.4448577029e+02 1.9730478142e+02 8.0718771284e+01 6.9919317275e+01 5.8844282554e+01 1.4716406809e+02 1.0590403670e+02 1.5576169693e+02 1.9820011477e+02 
7.0734120569e+01 5.5749923976e+01 9.1448435540e+01 1.0635963241e+02 1.4354066489e+02 1.9785894644e+02 8.0204476691e+01 6.9803689206e+01 5.8566960781e+01 1.4746207351e+02 1.0567169748e+02 1.5534380505e+02 1.9855484300e+02 
7.0571363190e+01 5.5516755728e+01 9.0962074595e+01 1.0668244244e+02 1.4226347772e+02 1.9860727044e+02 7.9509714278e+01 6.9627802840e+01 5.8193022376e+01 1.4786445992e+02 1.0535251094e+02 1.5478094841e+02 1.9903299597e+02 
7.0414469308e+01 5.5251634747e+01 9.0419558695e+01 1.0704010337e+02 1.4074518129e+02 1.9942928457e+02 7.8745196217e+01 6.9402081883e+01 5.7786582412e+01 1.4831367099e+02 1.0507577526e+02 1.5414824374e+02 1.9957508887e+02 
7.0132457133e+01 5.5048522863e+01 8.9912447746e+01 1.0737660995e+02 1.3938423026e+02 2.0021414743e+02 7.8025812718e+01 6.9208491753e+01 5.7399684599e+01 1.4873362422e+02 1.0483482008e+02 1.5354421149e+02 2.0007713474e+02 
6.9877143585e+01 5.4900055311e+01 8.9473411019e+01 1.0766816954e+02 1.3820641414e+02 2.0087729210e+02 7.7403341805e+01 6.9053375595e+01 5.7064915904e+01 1.4909707281e+02 1.0463102505e+02 1.5302038950e+02 2.0051150611e+02 
6.9787448414e+01 5.4783175934e+01 8.9151651736e+01 1.0793219172e+02 1.3729415277e+02 2.0148264038e+02 7.6896279476e+01 6.9004394962e+01 5.6815756284e+01 1.4942668467e+02 1.0439840303e+02 1.5264138954e+02 2.0086908127e+02 
6.9695941184e+01 5.4694228269e+01 8.8901044868e+01 1.0808145868e+02 1.3656357866e+02 2.0194278760e+02 7.6431932416e+01 6.8949175457e+01 5.6581452267e+01 1.4964482660e+02 1.0419644539e+02 1.5236360973e+02 2.0114575223e+02 
6.9687481572e+01 5.4653999293e+01 8.8699048752e+01 1.0819579108e+02 1.3599303967e+02 2.0229850495e+02 7.6069931561e+01 6.8909750247e+01 5.6399596346e+01 1.4982113349e+02 1.0403767531e+02 1.5211415879e+02 2.0135839304e+02 
6.9638586791e+01 5.4601647074e+01 8.8534216160e+01 1.0828049335e+02 1.3556034326e+02 2.0256989095e+02 7.5791377989e+01 6.8882221693e+01 5.6260285543e+01 1.4995464739e+02 1.0391447687e+02 1.5192468512e+02 2.0151965300e+02 
6.9614357500e+01 5.4530421959e+01 8.8375443409e+01 1.0832056742e+02 1.3490492428e+02 2.0275692101e+02 7.5655710127e+01 6.8863166134e+01 5.6162225225e+01 1.5003099926e+02 1.0389181781e+02 1.5174660018e+02 2.0165263786e+02 
6.9591337023e+01 5.4425509916e+01 8.8308660136e+01 1.0837314514e+02 1.3466354439e+02 2.0291550407e+02 7.5611679138e+01 6.8906590726e+01 5.6104804377e+01 1.5010883384e+02 1.0388863419e+02 1.5165023857e+02 2.0174768731e+02 
6.9634337149e+01 5.4374928890e+01 8.8232561701e+01 1.0848002364e+02 1.3456214996e+02 2.0301676914e+02 7.5502974415e+01 6.8955338061e+01 5.6060009939e+01 1.5023202957e+02 1.0395358161e+02 1.5159035696e+02 2.0181696303e+02 
6.9599735324e+01 5.4170929986e+01 8.8182896469e+01 1.0861410256e+02 1.3448158097e+02 2.0309169006e+02 7.5438645235e+01 6.8992464104e+01 5.6011937853e+01 1.5032318247e+02 1.0401398402e+02 1.5153102100e+02 2.0187664298e+02 
6.9656744779e+01 5.3964110349e+01 8.8143938150e+01 1.0853794940e+02 1.3448931302e+02 2.0314177063e+02 7.5547352500e+01 6.9051926401e+01 5.6025008639e+01 1.5040881981e+02 1.0403023722e+02 1.5146187407e+02 2.0190351049e+02 
6.9697169666e+01 5.3800221055e+01 8.8135720891e+01 1.0846839335e+02 1.3452715125e+02 2.0317230563e+02 7.5669818840e+01 6.9104120486e+01 5.6041874608e+01 1.5047479808e+02 1.0404777661e+02 1.5141203481e+02 2.0191870981e+02 
6.9649503287e+01 5.3670768028e+01 8.8120391289e+01 1.0840900282e+02 1.3451736047e+02 2.0315204130e+02 7.5614720881e+01 6.9190933031e+01 5.6079138569e+01 1.5053354965e+02 1.0391471884e+02 1.5140958995e+02 2.0194057070e+02 
6.9610959628e+01 5.3558238408e+01 8.8114073256e+01 1.0835393699e+02 1.3452732722e+02 2.0312386459e+02 7.5576847989e+01 6.9256829098e+01 5.6081363094e+01 1.5057759363e+02 1.0380431640e+02 1.5141557847e+02 2.0195237175e+02 
6.9576270351e+01 5.3458731627e+01 8.8125392906e+01 1.0830473507e+02 1.3455843764e+02 2.0311838581e+02 7.5553322528e+01 6.9292859531e+01 5.6052512205e+01 1.5062014165e+02 1.0372557786e+02 1.5142084803e+02 2.0196304815e+02 
6.9575472837e+01 5.3443999538e+01 8.8162198129e+01 1.0827297063e+02 1.3464318641e+02 2.0310327943e+02 7.5684114673e+01 6.9254388127e+01 5.6032349123e+01 1.5075401044e+02 1.0381108950e+02 1.5144163379e+02 2.0193848327e+02 
6.9572742730e+01 5.3369764241e+01 8.8182712130e+01 1.0824913130e+02 1.3474293272e+02 2.0305610890e+02 7.5818647966e+01 6.9262391894e+01 5.6071399388e+01 1.5089542902e+02 1.0391731084e+02 1.5146682737e+02 2.0191913111e+02 
