178.246 71.6957 574.812 -5.82609 558.609 5.13721 5.22847 69 17.8607
174.986 91.4366 612.986 -4.56338 363.465 4.34435 5.64285 71 1.04739
168.714 108.902 1382.86 -376.143 1009.92 5.1166 7.38147 112 -148.185
162.639 130.885 1812.13 -66.0492 1864.39 6.82109 7.08995 122 55.7927
