223.849 62.7275 5.93347 -1.10279 3.28297 3.0518 4.52197 422.5 199.883
179.783 70.4524 7.62414 -0.868741 5.69494 4.48169 5.46004 113 381.003
172.25 89.9809 8.79193 -0.212606 4.13634 3.92548 5.7329 125 182.609
175.025 109.6 13.9262 -0.340011 9.81257 5.66896 6.76989 74.5 364.693
156.946 133.215 25.9163 -2.8919 16.4412 6.60387 8.63646 66 375.7
273.463 201.217 44.6913 7.69166 27.2855 9.84181 13.7541 35 159.265
265.844 83.615 7.09924 -0.251558 2.94652 3.36471 5.24186 54 363.454
333.1 79.0716 9.56796 1.0508 2.24623 2.814 6.05506 44.5 171.992
412.491 57.8402 7.57515 -0.518846 2.3476 3.00033 5.46738 97.5 365.614
422.416 162.433 15.2339 -0.564707 7.62972 5.26678 7.47275 72 364.224
491.968 199.97 9.8424 -0.126626 7.1433 5.24065 6.15598 50.5 362.68
503.877 150.743 4232.66 -148.216 2198.29 6.68724 9.31378 139 -175.855
479.024 118.426 9.66091 -0.426967 4.0327 3.9514 6.15072 99 364.314
